bodywork_type,brand,city,color,doors,fuel_type,kilometers,model,motor,price,state,transmission,year
Camioneta,Nissan,Suba,Rojo,5,Gasolina,72000,Pathfinder,3.5,100990000,Bogotá D.C.,Automática,2017
Camioneta,Kia,Jamundí,,5,Gasolina,84000,Sportage,2.0,83990000,Valle Del Cauca,Automática,2017
Camioneta,Ford,Usaquén,,5,Gasolina,62000,Explorer,3.5,129900000,Bogotá D.C.,Automática,2017
Camioneta,Mazda,Pereira,,5,Gasolina,59100,CX-5,2.5,97000000,Risaralda,Automática,2017
Camioneta,Renault,Santa Marta (Distrito Turistico Cultural E Historico),,5,Gasolina,90000,Duster,2.0,53000000,Magdalena,Automática,2017
Sedán,Mazda,Medellín,,4,Gasolina,69000,3,2.0,70900000,Antioquia,Automática,2017
Sedán,Volkswagen,Medellín,,4,Gasolina,52000,Jetta,2.0,58900000,Antioquia,Automática,2017
Sedán,Renault,Medellín,,5,Gasolina,54992,Logan,1.6,41900000,Antioquia,Automática,2017
,Chevrolet,Engativa,,4,Gasolina,33500,Sail,,33500000,Bogotá D.C.,Mecánica,2017
Pick-Up,Nissan,Medellín,,2,Gasolina,101600,Frontier,2.5,77000000,Antioquia,Automática,2017
,Mazda,Medellín,,5,Gasolina,63000,3,2.0,73900000,Antioquia,Automática,2017
Camioneta,Dodge,Medellín,,5,Gasolina,80000,Journey,2.4,69500000,Antioquia,Automática,2017
Camioneta,Dodge,Medellín,,5,Gasolina,60000,Journey,2.4,62900000,Antioquia,Automática,2017
,Mini,Pereira,,5,Gasolina,77500,Cooper,,93000000,Risaralda,Automática,2017
Coupé,Ford,Medellín,,3,Gasolina,50000,Mustang,5.0,148900000,Antioquia,Automática,2017
Hatchback,Renault,Suba,Gris,4,Gasolina,16100,Stepway,,49900000,Bogotá D.C.,Mecánica,2017
Camioneta,Kia,Medellín,,5,Gasolina,49000,Sportage,2.0,95900000,Antioquia,Automática,2017
Camioneta,Renault,Medellín,,5,Gasolina,29000,Captur,2.0,65900000,Antioquia,Mecánica,2017
Camioneta,Toyota,Medellín,,5,Gasolina,83000,Fortuner,2.7,140500000,Antioquia,Automática,2017
Camioneta,Chevrolet,Usaquén,Plateado,5,Diésel,43000,Trailblazer,2.8,126900000,Bogotá D.C.,Automática,2017
Station Wagon,Mazda,Pereira,,5,Gasolina,26000,CX-3,2.0,87000000,Risaralda,Automática,2017
Camioneta,Chevrolet,Medellín,,5,Gasolina,112520,N300,1.2,41000000,Antioquia,Mecánica,2017
Camioneta,Renault,Girón,Rojo,5,Gasolina,90000,Captur,2.0,66000000,Santander,Mecánica,2017
Camioneta,Subaru,Usaquén,Gris,5,Gasolina,41500,Forester,2.0,90000000,Bogotá D.C.,Automática,2017
Camioneta,Kia,Suba,Rojo,5,Gasolina,74000,Sportage,2.0,84990000,Bogotá D.C.,Automática,2017
Sedán,Kia,Suba,Plateado,4,Gasolina,56000,Rio,1.2,54990000,Bogotá D.C.,Mecánica,2017
,Chevrolet,Kennedy,,5,Gasolina,145000,Tracker,,50000000,Bogotá D.C.,Mecánica,2017
,Chevrolet,Rafael Uribe Uribe,,4,Gasolina,92000,Spark GT,,37990000,Bogotá D.C.,Mecánica,2017
,Land Rover,Medellín,,5,Gasolina,27600,Range Rover,2.0,173900000,Antioquia,Automática,2017
SUV,BMW,Suba,Gris sophisto,4,Gasolina,57100,X6,6 cilindros en linea,178000000,Bogotá D.C.,Automática,2017
Camioneta,BMW,Medellín,,5,Diésel,77000,X3,3.0,121000000,Antioquia,Automática,2017
Sedán,Hyundai,Suba,Plateado,4,Gasolina,59363,Accent,,48900000,Bogotá D.C.,Mecánica,2017
Hatchback,Volkswagen,Suba,Rojo,4,Gasolina,66702,Gol,,41900000,Bogotá D.C.,Mecánica,2017
Camioneta,Suzuki,Suba,Plateado,5,Gasolina,59120,S-Cross,1.6,64500000,Bogotá D.C.,Automática,2017
,Toyota,Pereira,,4,Diésel,113000,Hilux,,140000000,Risaralda,Mecánica,2017
Pick-Up,Kia,Cartagena De Indias,Blanco,5,Gasolina,70000,Soul,1.6,55000000,Bolívar,Automática,2017
Sedán,Audi,Teusaquillo,Rojo,4,Gasolina,31000,A3,2.0,90000000,Bogotá D.C.,Mecánica,2017
Sedán,Kia,Barranquilla,,4,Gasolina,38000,Rio,1.2,47990000,Atlántico,Mecánica,2017
Camioneta,Audi,Chapinero,Plateado,5,Gasolina,45000,Q3,1.4,93900000,Bogotá D.C.,Automática,2017
Camioneta,Subaru,Cali,Gris,5,Gasolina,56503,Forester,2.0,90000000,Valle Del Cauca,Automática,2017
Camioneta,Nissan,Usaquén,Plateado,5,Gasolina,41000,Pathfinder,Gasolina,110000000,Bogotá D.C.,Automática,2017
Camioneta,Mercedes-Benz,Cartagena De Indias,,5,Gasolina,9500,Clase GLA,1.6,97000000,Bolívar,Automática,2017
Sedán,Mazda,Chía,Azul,4,Gasolina,67416,3,2.0,68900000,Cundinamarca,Automática,2017
Camioneta,Ford,Suba,Gris,5,Gasolina,37200,Explorer,3.5,128500000,Bogotá D.C.,Automática,2017
,Toyota,Santa Marta (Distrito Turistico Cultural E Historico),,5,Gasolina,25000,Fortuner,,149000000,Magdalena,Automática,2017
Camioneta,Volkswagen,Usaquén,Rojo,5,Gasolina,40000,Crossfox,1.6,52000000,Bogotá D.C.,Mecánica,2017
Sedán,Chevrolet,Usaquén,Plateado,4,Gasolina,77300,Sail,1.4,29300000,Bogotá D.C.,Mecánica,2017
,Toyota,Puente Aranda,,5,Gasolina,57000,Fortuner,,119900000,Bogotá D.C.,Automática,2017
Convertible,Mercedes-Benz,Medellín,Blanco,2,Gasolina,22900,Clase SLC,2.0,135900000,Antioquia,Automática,2017
,Volkswagen,Pereira,,5,Gasolina,41000,Gol,,42000000,Risaralda,Mecánica,2017
Sedán,Hyundai,Bucaramanga,Rojo,4,Gasolina,58000,Accent,1.6,48000000,Santander,Mecánica,2017
Sedán,Renault,Suba,Gris,4,Gasolina,109214,Logan,,38900000,Bogotá D.C.,Mecánica,2017
Sedán,Volkswagen,Suba,Negro,4,Gasolina,21143,Voyage,,47900000,Bogotá D.C.,Mecánica,2017
Hatchback,BMW,Suba,Plateado,4,Eléctrico,30000,i3,,119990000,Bogotá D.C.,Automática,2017
Camioneta,Land Rover,Medellín,,5,Diésel,65000,Discovery,3.0,269000000,Antioquia,Automática,2017
Station Wagon,Mercedes-Benz,Chía,Gris,5,Gasolina,47000,Clase CLA,1.6,90000000,Cundinamarca,Automática,2017
Sedán,BMW,Medellín,Negro,4,Gasolina,26514,M3,,226900000,Antioquia,Automática,2017
Camioneta,Audi,Chía,Azul,5,Gasolina,57950,Q3,1.4,94900000,Cundinamarca,Automática,2017
,Kia,Barranquilla,,4,Gasolina,72000,CERATO FORTE,,57300000,Atlántico,Automática,2017
,Toyota prado,Medellín,,5,Diésel,102500,2017,,213000000,Antioquia,Automática,2017
Camioneta,Kia,Cali,Gris,5,Gasolina,87000,Carens,2.0,66900000,Valle Del Cauca,Automática,2017
Sedán,Suzuki,Suba,Gris,4,Gasolina,60354,Swift,,43900000,Bogotá D.C.,Mecánica,2017
Camioneta,Lexus,Puerto Colombia,,5,Gasolina,65000,GX,4.6,275000000,Atlántico,Automática,2017
Sedán,Kia,Suba,Plateado,4,Gasolina,16495,Cerato,,62900000,Bogotá D.C.,Mecánica,2017
Sedán,Citroën,Barranquilla,Plateado,4,Gasolina,49000,C-Elysée,1.6,42000000,Atlántico,Mecánica,2017
Camioneta,Jeep,Usaquén,Blanco,5,Gasolina,40000,Cherokee,3.2,96000000,Bogotá D.C.,Automática,2017
Sedán,Mazda,Suba,Gris,4,Gasolina,42231,3,,78900000,Bogotá D.C.,Automática,2017
,Chevrolet,Dosquebradas,,5,Gasolina,72000,Tracker LTZ,,64900000,Risaralda,Automática,2017
Hatchback,Renault,Villavicencio,Negro,5,Gasolina,80000,Sandero,1.6,38900000,Meta,Mecánica,2017
Camioneta,Renault,Yopal,Blanco,5,Gasolina,44000,Koleos,2.5,89500000,Casanare,Automática,2017
Sedán,Mazda,Chapinero,Gris,4,Gasolina,62300,3,2.0,59400000,Bogotá D.C.,Mecánica,2017
Camioneta,Ford,Suba,Negro,4,Gasolina,40415,Edge,,108900000,Bogotá D.C.,Automática,2017
Camioneta,Ford,Suba,Azul,4,Gasolina,44075,Escape,,85900000,Bogotá D.C.,Automática,2017
Sedán,Ford,Suba,Plateado,4,Gasolina,71841,Fusion,,83900000,Bogotá D.C.,Automática,2017
Camioneta,Volkswagen,Usaquén,Plateado,5,Gasolina,72000,Crossfox,1.6,53000000,Bogotá D.C.,Automática,2017
Station Wagon,Mercedes-Benz,Barrios Unidos,Azul,5,Gasolina,55000,250,,158000000,Bogotá D.C.,Automática,2017
Pick-Up,Ford,Suba,Blanco,4,Diésel,61500,Ranger,3.2,108000000,Bogotá D.C.,Mecánica,2017
Hatchback,Mini,Suba,Gris,4,Gasolina,32012,SALT,,89900000,Bogotá D.C.,Automática,2017
,Mini,Cali,,3,Gasolina,13962,Cooper,,97000000,Valle Del Cauca,Automática,2017
Camioneta,Dodge,Medellín,Gris,5,Gasolina,81716,Journey,2400,66000000,Antioquia,Automática,2017
Camioneta,Ford,Barranquilla,Negro,5,Gasolina,85000,Explorer,3.5,115000000,Atlántico,Automática,2017
Camioneta,BMW,Usaquén,,5,Gasolina,39000,X6,3.0,174500000,Bogotá D.C.,Automática,2017
Station Wagon,Mazda,Santa Marta (Distrito Turistico Cultural E Historico),,5,Gasolina,22000,CX-3,2.0,75000000,Magdalena,Automática,2017
,Ford,Cali,,5,Gasolina,54500,Ecosport,,63900000,Valle Del Cauca,Automática,2017
,Ford,Cali,,5,Gasolina,54500,Ecosport,,63900000,Valle Del Cauca,Automática,2017
Sedán,Kia,Barranquilla,,4,Gasolina,73500,CERATO PRO,1.6,59990000,Atlántico,Automática,2017
Hatchback,Renault,Suba,Azul,4,Gasolina,76550,Sandero,,38900000,Bogotá D.C.,Mecánica,2017
Sedán,Honda,Fontibón,Gris,4,Gasolina,25000,Accord,3.5,88000000,Bogotá D.C.,Automática,2017
Sedán,Audi,Barranquilla,,4,Gasolina,17000,S4,3.0,205000000,Atlántico,Automática,2017
Sedán,Volkswagen,Suba,Gris,4,Gasolina,47000,Jetta,2.5,69000000,Bogotá D.C.,Automática,2017
Hatchback,Volkswagen,Manizales,Plateado,5,Gasolina,65500,Gol,1.6,44000000,Caldas,Mecánica,2017
Pick-Up,Toyota,Piedecuesta,,2,Diésel,114000,Hilux,2.8,172000000,Santander,Automática,2017
,Mercedes-Benz,Pereira,,5,Gasolina,56000,Clase A,,120000000,Risaralda,Automática,2017
,Chevrolet,Manizales,,5,Gasolina,68000,Spark GT,,34800000,Caldas,Mecánica,2017
,Audi,Medellín,,2,Gasolina,23000,tt 2017,,140000000,Antioquia,Automática,2017
Sedán,Hyundai,Engativa,Negro,4,Gasolina,72000,Elantra,1.6,52900000,Bogotá D.C.,Mecánica,2017
,Mercedes-Benz,Cartagena De Indias,Blanco,5,Gasolina,10187,Clase B,1.6,81500000,Bolívar,Automática,2017
Sedán,Audi,Suba,Negro,4,Gasolina,36450,A3,2.0,90000000,Bogotá D.C.,Automática,2017
Sedán,Jaguar,Suba,,4,Gasolina,30000,XE,2.0,94000000,Bogotá D.C.,Automática,2017
Hatchback,Renault,Suba,Gris,5,Gasolina,66000,Sandero,1.6,41900000,Bogotá D.C.,Automática,2017
Sedán,Mercedes-Benz,Suba,,4,Gasolina,40100,Clase CLA,2.0,134000000,Bogotá D.C.,Automática,2017
Sedán,Ford,Suba,Negro,4,Gasolina,100000,Fiesta,1.6,47990000,Bogotá D.C.,Automática,2017
Camioneta,Kia,Suba,Rojo,5,Gasolina,50500,Sorento,2.4,98500000,Bogotá D.C.,Automática,2017
Camioneta,Mazda,Medellín,Gris,5,Gasolina,68000,CX-5,2.5,103900000,Antioquia,Automática,2017
Sedán,Mazda,Suba,,4,Gasolina,61000,3,2.0,60900000,Bogotá D.C.,Automática,2017
,Toyota,Bucaramanga,,4,Diésel,42000,Land Cruiser,,269900000,Santander,Mecánica,2017
Station Wagon,Mazda,Medellín,Blanco,5,Gasolina,39000,CX-3,2.0,82500000,Antioquia,Automática,2017
,Kia,Medellín,,5,Gasolina,46000,CERATO PRO,,62000000,Antioquia,Automática,2017
Camioneta,Ford,Suba,Plateado,4,Gasolina,53200,Explorer,,137900000,Bogotá D.C.,Automática,2017
Camioneta,Ford,Suba,Plateado,5,Gasolina,53000,Ecosport 2,2.0,63800000,Bogotá D.C.,Automática,2017
Pick-Up,Chevrolet,Engativa,Blanco,2,Gasolina,97000,N300,1.5,52000000,Bogotá D.C.,Mecánica,2017
Sedán,Jaguar,Suba,Gris,4,Gasolina,7700,XJ,V6 Supercargado,290000000,Bogotá D.C.,Automática,2017
Camioneta,Mercedes-Benz,Bucaramanga,Blanco,5,Diésel,50000,Clase GLC,2.2,135000000,Santander,Automática,2017
Sedán,Chevrolet,Neiva,Azul,4,Gasolina,13462,Cruze,1.4,65990000,Huila,Automática,2017
Camioneta,Porsche,Medellín,,5,Gasolina,25000,Macan,3.0,319000000,Antioquia,Automática,2017
Pick-Up,Foton,Ibagué,Blanco,4,Diésel,119504,Tunland,2.8,65000000,Tolima,Mecánica,2017
Camioneta,Honda,Medellín,Plateado,5,Gasolina,20500,Pilot,3.5,139000000,Antioquia,Automática,2017
,Nissan,Usaquén,Rojo,2,Gasolina,63000,Frontier,2500,90000000,Bogotá D.C.,Mecánica,2017
Camioneta,Kia,Engativa,Plateado,5,Gasolina,44600,Sportage,20,86500000,Bogotá D.C.,Automática,2017
,Jaguar,Medellín,,5,Gasolina,41082,F-PACE,,215000000,Antioquia,Automática,2017
Sedán,Mazda,Puente Aranda,Rojo,4,Gasolina,50000,3,2.0,58500000,Bogotá D.C.,Mecánica,2017
Pick-Up,Volkswagen,Cali,Plateado,4,Diésel,124000,Amarok,2.0,120000000,Valle Del Cauca,Automática,2017
Sedán,Mercedes-Benz,Usaquén,Gris,4,Gasolina,48000,Clase CLA,1.6,84500000,Bogotá D.C.,Automática,2017
Camioneta,Ford,Barranquilla,,5,Gasolina,71750,Explorer,3.5,113990000,Atlántico,Automática,2017
Sedán,Chevrolet,Kennedy,Azul,4,Gasolina,43345,Sail,1.4,33900000,Bogotá D.C.,Mecánica,2017
Coupé,Mercedes-Benz,Medellín,,2,Gasolina,41000,Clase CLA,1.6,95000000,Antioquia,Automática,2017
Camioneta,Toyota,Envigado,Plateado,5,Gasolina,87200,4Runner,4.0,197000000,Antioquia,Automática,2017
Hatchback,Volkswagen,Usaquén,Gris,5,Gasolina,71000,Gol,1.6,45500000,Bogotá D.C.,Mecánica,2017
Camioneta,Toyota,Engativa,Plateado,5,Gasolina,68000,RAV4,2.0,96900000,Bogotá D.C.,Automática,2017
Sedán,Chevrolet,Suba,Gris,4,Gasolina,62000,Sail,1.4,33990000,Bogotá D.C.,Mecánica,2017
Pick-Up,Volkswagen,Cúcuta,,4,Diésel,75000,Amarok,2.0,91900000,Norte De Santander,Automática,2017
Station Wagon,Chevrolet,Suba,Rojo,5,Gasolina,64000,Tracker,1800,64500000,Bogotá D.C.,Automática,2017
Camioneta,Ford,Suba,Gris,5,Gasolina,45000,Explorer,3500cc,119800000,Bogotá D.C.,Automática,2017
,Chevrolet,Suba,,5,Gasolina,75871,Sail,,37200000,Bogotá D.C.,Mecánica,2017
Sedán,Mercedes-Benz,Barranquilla,Negro,4,Gasolina,29000,Clase C,2.0,95900000,Atlántico,Automática,2017
Camioneta,Toyota,Bucaramanga,Plateado,5,Diésel,51000,Prado,3.0,214800000,Santander,Automática,2017
Camioneta,Renault,Suba,Gris,5,Gasolina,67000,Duster,2000,57500000,Bogotá D.C.,Mecánica,2017
Camioneta,Kia,Puente Aranda,Gris,5,Gasolina,51000,Sportage,2.0,86900000,Bogotá D.C.,Automática,2017
,Nissan,Dosquebradas,,5,Gasolina,55000,Qashqai,,84900000,Risaralda,Automática,2017
Camioneta,Subaru,Cali,Plateado,5,Gasolina,7880,Forester,2.0,113800000,Valle Del Cauca,Automática,2017
Sedán,Citroën,Antonio Nariño,Gris,4,Gasolina,57000,C-Elysée,1.6,42900000,Bogotá D.C.,Mecánica,2017
Pick-Up,Toyota,Floridablanca,Gris,4,Gasolina,117217,Land Cruiser,4.0,268000000,Santander,Mecánica,2017
Sedán,Mazda,Medellín,Violeta,5,Gasolina,71922,3,2.0,72000000,Antioquia,Automática,2017
Sedán,Chevrolet,Suba,Blanco,4,Gasolina,27000,Cruze,1400,61900000,Bogotá D.C.,Automática,2017
Camioneta,Toyota,Bucaramanga,,5,Gasolina,85500,4Runner,4.0,189000000,Santander,Automática,2017
Pick-Up,Nissan,Medellín,,2,Diésel,63235,Frontier,2.5,129900000,Antioquia,Automática,2017
,Mazda,Suba,,4,Gasolina,51000,CX-5,,84900000,Bogotá D.C.,Automática,2017
Camioneta,Lexus,Suba,Negro,5,Gasolina,25000,GX,4.6,275000000,Bogotá D.C.,Automática,2017
Camioneta,Renault,Medellín,Negro,5,Gasolina,66136,Captur,2.0,61000000,Antioquia,Mecánica,2017
Sedán,Mazda,Usaquén,Rojo,4,Gasolina,73600,3,2.0,65500000,Bogotá D.C.,Automática,2017
Hatchback,Renault,Barrios Unidos,Blanco,4,Gasolina,50000,Sandero,1.6,48000000,Bogotá D.C.,Mecánica,2017
Sedán,Mazda,San Gil,Gris,4,Gasolina,86000,3,2.0,75000000,Santander,Automática,2017
Sedán,Renault,Puente Aranda,,4,Gasolina,31233,Logan,1.6,34500000,Bogotá D.C.,Automática,2017
Camioneta,Ford,Suba,Negro,5,Gasolina,47000,Escape,2.0,91900000,Bogotá D.C.,Automática,2017
Sedán,Jaguar,Barrios Unidos,Gris,4,Gasolina,16927,XE,2.0,65000000,Bogotá D.C.,Automática,2017
Camioneta,Chevrolet,Suba,,5,Gasolina,60800,Tracker,1.8,52700000,Bogotá D.C.,Mecánica,2017
,Lexus,Medellín,Blanco,5,Diésel,35000,LX,,560000000,Antioquia,Automática,2017
,Kia,Suba,Plateado,5,Gasolina,111142,CERATO PRO,1.6,62800000,Bogotá D.C.,Automática,2017
Hatchback,Chevrolet,Chapinero,Negro,4,Gasolina,27667,Spark GT,1.2,34990000,Bogotá D.C.,Mecánica,2017
Camioneta,Ford,Suba,Plateado,5,Gasolina,80000,Escape,2.0,84500000,Bogotá D.C.,Automática,2017
Hatchback,BMW,Suba,,5,Gasolina,60000,Serie 1,1.6,84000000,Bogotá D.C.,Automática,2017
Camioneta,Toyota,Medellín,Gris,5,Diésel,116000,Prado,3.0,207000000,Antioquia,Automática,2017
Sedán,Chevrolet,Engativa,Plateado,4,Gasolina,45500,Cruze,1.4,54900000,Bogotá D.C.,Automática,2017
Station Wagon,Mazda,Villavicencio,Blanco,5,Gasolina,65000,CX-5,2.5,93000000,Meta,Automática,2017
Station Wagon,Mazda,Villavicencio,Blanco,5,Gasolina,65000,CX-5,2.5,93000000,Meta,Automática,2017
Sedán,Ford,Suba,Blanco,4,Gasolina,71000,Fiesta,1.6,48500000,Bogotá D.C.,Automática,2017
Sedán,Ford,Suba,Blanco,5,Gasolina,41000,Fusion,2.0,76900000,Bogotá D.C.,Automática,2017
Camioneta,Nissan,Suba,Blanco,5,Gasolina,24000,Pathfinder,3.5,118800000,Bogotá D.C.,Automática,2017
,Renault,Suba,Gris,4,Gasolina,42188,Logan,,46500000,Bogotá D.C.,Mecánica,2017
Hatchback,Mazda,Suba,Rojo,5,Gasolina,47000,3,2.0,66200000,Bogotá D.C.,Automática,2017
Camioneta,Land Rover,Bucaramanga,Blanco,5,Gasolina,24000,Discovery,3000,255000000,Santander,Automática,2017
Camioneta,Nissan,Barranquilla,,5,Gasolina,80796,Pathfinder,3.5,105000000,Atlántico,Automática,2017
Sedán,Volkswagen,Medellín,,4,Gasolina,80000,Jetta,2.0,52900000,Antioquia,Automática,2017
Sedán,Audi,Suba,,4,Gasolina,24000,A3,1.8,77900000,Bogotá D.C.,Mecánica,2017
,Mercedes-Benz,Medellín,,6,Gasolina,67500,Clase GLA,,97500000,Antioquia,Automática,2017
,Audi,Medellín,,2,Gasolina,29706,TT,,137000000,Antioquia,Automática,2017
Camioneta,Audi,Usaquén,Plateado,5,Gasolina,39779,Q3,1.4,95900000,Bogotá D.C.,Automática,2017
Hatchback,BMW,Usaquén,Plateado,5,Gasolina,38480,Serie 1,1.6,95900000,Bogotá D.C.,Automática,2017
Camioneta,Ford,Bucaramanga,Plateado,5,Gasolina,67638,Explorer,3.5,122000000,Santander,Automática,2017
Hatchback,Volkswagen,Chía,Rojo,5,Gasolina,50500,Golf,1.4,67900000,Cundinamarca,Automática,2017
Camioneta,Land Rover,Suba,Rojo,5,Gasolina,29000,Range Rover,2000,145000000,Bogotá D.C.,Automática,2017
,Mercedes-Benz,Medellín,,5,Diésel,37400,Clase GLE,,233000000,Antioquia,Automática,2017
Hatchback,Chevrolet,Puente Aranda,Rojo,5,Gasolina,40000,Spark,1.0,26900000,Bogotá D.C.,Mecánica,2017
Hatchback,Mazda,Rionegro,Rojo,4,Gasolina,38246,2,1.5,61000000,Antioquia,Automática,2017
Camioneta,Jeep,Bucaramanga,Rojo,5,Gasolina,33000,Wrangler,3.6,189000000,Santander,Automática,2017
Camioneta,Suzuki,Teusaquillo,,5,Gasolina,34000,Vitara,1.6,68000000,Bogotá D.C.,Automática,2017
Camioneta,Lexus,Usaquén,Gris,5,Gasolina,29000,LX,5.7,495000000,Bogotá D.C.,Automática,2017
Hatchback,Volkswagen,Bucaramanga,,5,Gasolina,60128,Golf,2.0,77500000,Santander,Automática,2017
Sedán,Volkswagen,Ibagué,Negro,4,Gasolina,66619,Voyage,1.6,38900000,Tolima,Mecánica,2017
,Mazda,Suba,Blanco,5,Gasolina,57408,CX-5,2.0,102900000,Bogotá D.C.,Automática,2017
Coupé,BMW,Barrios Unidos,Negro,2,Gasolina,43260,Serie 4,2.0,98400000,Bogotá D.C.,Automática,2017
Camioneta,Renault,Suba,Gris,5,Gasolina,43688,Duster,1.6,53900000,Bogotá D.C.,Mecánica,2017
Camioneta,Mercedes-Benz,Ibagué,,5,Diésel,32000,Clase GLE,3.0,198000000,Tolima,Automática,2017
Hatchback,Kia,Suba,Gris,5,Gasolina,81577,Picanto,1.2,41900000,Bogotá D.C.,Mecánica,2017
Hatchback,Ford,Cali,,5,Gasolina,57000,Fiesta,1.6,47500000,Valle Del Cauca,Automática,2017
Hatchback,Chevrolet,Kennedy,Negro,5,Gasolina,37000,Spark,1.0,26900000,Bogotá D.C.,Mecánica,2017
Camioneta,Renault,Engativa,Blanco,5,Gasolina,52000,Duster,2.0,57800000,Bogotá D.C.,Mecánica,2017
Sedán,Audi,Fontibón,Dorado,4,Gasolina,41000,A4,2.0,92000000,Bogotá D.C.,Automática,2017
Sedán,Ford,Barrios Unidos,Gris,4,Gasolina,46000,Fusion,2.0,79000000,Bogotá D.C.,Automática,2017
Camioneta,Chevrolet,Barrios Unidos,Rojo,5,Gasolina,27000,Tracker,1.8,61990000,Bogotá D.C.,Mecánica,2017
Sedán,Chevrolet,Usaquén,Plateado,4,Gasolina,73800,Sail,1.4,29900000,Bogotá D.C.,Mecánica,2017
Sedán,Mazda,Engativa,Negro,4,Gasolina,79000,3,2.0,62900000,Bogotá D.C.,Automática,2017
Hatchback,Chevrolet,Usaquén,Verde,4,Gasolina,49000,Spark GT,1200,34800000,Bogotá D.C.,Mecánica,2017
Sedán,Volkswagen,Usaquén,Plateado,4,Gasolina,36900,Voyage,1600,39300000,Bogotá D.C.,Mecánica,2017
Camioneta,Ford,Engativa,Blanco,5,Gasolina,62000,Escape,2.0,91000000,Bogotá D.C.,Automática,2017
Camioneta,Toyota,Medellín,Blanco,5,Gasolina,65000,RAV4,2000,97500000,Antioquia,Automática,2017
Sedán,Mazda,Cali,,4,Gasolina,69000,3,2.0,71990000,Valle Del Cauca,Automática,2017
Sedán,Kia,Rionegro,Gris,4,Gasolina,74280,Rio,1.4,51800000,Antioquia,Automática,2017
Camioneta,Renault,Engativa,Blanco,4,Gasolina,51600,Kangoo,1.6,41000000,Bogotá D.C.,Mecánica,2017
Camioneta,Toyota,Medellín,,5,Gasolina,85900,4Runner,4.0,199000000,Antioquia,Automática,2017
Coupé,BMW,Cali,,2,Gasolina,44000,Serie 2,3.0,141000000,Valle Del Cauca,Automática,2017
Pick-Up,Toyota,Villavicencio,,2,Diésel,88138,Hilux,2.8,165000000,Meta,Automática,2017
Pick-Up,Nissan,Usaquén,,2,Gasolina,67000,Frontier,2.5,80500000,Bogotá D.C.,Mecánica,2017
Station Wagon,Kia,Engativa,Plateado,5,Gasolina,30000,Sorento,3.3,95000000,Bogotá D.C.,Automática,2017
Sedán,Kia,Engativa,Blanco,4,Gasolina,29000,Cerato,1.6,61500000,Bogotá D.C.,Automática,2017
Camioneta,Toyota,Usaquén,Plateado,5,Gasolina,25700,Fortuner,2.7,153900000,Bogotá D.C.,Automática,2017
Station Wagon,Ford,Usaquén,Rojo,5,Gasolina,31000,Ecosport,2.0,65900000,Bogotá D.C.,Automática,2017
Hatchback,Renault,Barranquilla,Naranja,5,Gasolina,68000,Stepway,1.6,49000000,Atlántico,Mecánica,2017
Hatchback,Renault,Suba,Negro,5,Gasolina,41231,Clio,1.2,31900000,Bogotá D.C.,Mecánica,2017
Camioneta,Renault,Suba,Rojo,5,Gasolina,58800,Duster,1.6,58500000,Bogotá D.C.,Mecánica,2017
Hatchback,Renault,Suba,,5,Gasolina,25500,Sandero,2.0,49800000,Bogotá D.C.,Automática,2017
Camioneta,Nissan,Suba,Plateado,5,Gasolina,40320,X-Trail,2.5,94900000,Bogotá D.C.,Automática,2017
Camioneta,Toyota,Medellín,,5,Gasolina,86000,4Runner,4.0,175900000,Antioquia,Automática,2017
Sedán,Ford,Barrios Unidos,Azul,4,Gasolina,30000,Fiesta,1.6,47950000,Bogotá D.C.,Automática,2017
Camioneta,BMW,Medellín,,5,Híbrido,60000,X5,2.0,191900000,Antioquia,Automática,2017
Camioneta,Dodge,Medellín,,5,Gasolina,40000,Durango,3.6,147900000,Antioquia,Automática,2017
,Dodge,Barranquilla,Rojo,5,Gasolina,71148,Journey,2.4,58000000,Atlántico,Automática,2017
Sedán,Chevrolet,Gigante,Azul,4,Gasolina,47000,Cruze,1.4,52900000,Huila,Automática,2017
Coupé,Mercedes-Benz,Neiva,Azul,4,Gasolina,55000,Clase CLA,1.6,83700000,Huila,Automática,2017
Sedán,Mazda,Neiva,Rojo,4,Gasolina,18400,3,2.0,68000000,Huila,Mecánica,2017
Sedán,Renault,Suba,Gris,5,Gasolina,33027,Logan,1600,47000000,Bogotá D.C.,Mecánica,2017
Camioneta,Ford,Neiva,Negro,5,Gasolina,62000,Ecosport 2,2.0,58000000,Huila,Automática,2017
Hatchback,Kia,Neiva,Plateado,5,Gasolina,55256,Picanto,1.2,39000000,Huila,Mecánica,2017
Sedán,Ford,Pereira,Blanco,4,Gasolina,44801,Fusion,2.0,75000000,Risaralda,Automática,2017
,DFM/DFSK,Cali,Blanco,2,Gasolina,90000,Eq1020Tf,,29800000,Valle Del Cauca,Mecánica,2017
,BMW,Bucaramanga,Plateado,4,Diésel,63619,X4,2000,135000000,Santander,Automática,2017
Sedán,Ford,Floridablanca,Rojo,4,Gasolina,26911,Fiesta,1.6,54000000,Santander,Automática,2017
Camioneta,Toyota,Medellín,Gris,5,Diésel,80000,Fortuner,2.8,184500000,Antioquia,Automática,2017
,Ford,Bucaramanga,Blanco,4,Gasolina,84700,Ecosport,2000,57000000,Santander,Automática,2017
Camioneta,Toyota,Cali,Blanco,5,Diésel,76545,Prado,3.0,225000000,Valle Del Cauca,Automática,2017
